When your mother asks, Do you want a piece of advice? it's a mere formality. It doesn't matter if you answer yes or no. You're going to get it anyway.;family
A two-year old is kind of like a blender, but you don’t have any top for it.;family
Siblings: children of the same parents, each of whom is perfectly normal until they get together.;family
Family: A social unit where the father is concerned with parking space, the children with outer space, and the mother with closet space.;family
I'm so thankful I had a childhood before technology took over.;family
Important families are like potatoes. The best parts are underground.;family
I think all of us are always five years old in the presence and absence of our parents.;family
Happiness is having a large, loving, caring, close-knit family in another city.;family
Everybody knows how to raise children, except the people who have them.;family
I wanted to be the moron of the family, because morons seemed to have more fun, more freedom and more personality.;family
Fuck it. That's really the attitude that keeps a family together, it's not, we love each other, it's just fuck it, man.;family
Spend some time this weekend on home improvement; improve your attitude toward your family.;family
Families are like fudge – mostly sweet with a few nuts.;family
Parents were invented to make children happy by giving them something to ignore.;family
Family is the one thing that is definitely not disposable.;family
There is no such thing as fun for the whole family.;family
I looked up my family tree and found out I was the sap.;family
We've had bad luck with our kids, they've all grown up.;family
Maybe it's just a daughter's job to piss off her mother.;family
I come from a family where gravy is considered a beverage.;family
That's the best thing about little sisters: They spend so much time wishing they were elder sisters that in the end they're far wiser than the elder ones could ever be.;family
Friends are God's way of apologizing for your family.;family
Never have more children than you have car windows.;family
The family is the nucleus of civilization.;family
Where the roots are deep, there is no reason to fear the wind.;family
Home is not a place, it's a feeling.;family
No matter what you've done for yourself or for humanity, if you can't look back on having given love and attention to your own family, what have you really accomplished?;family
You can't go back and change the beginning, but you can start where you are and change the ending.;family
Having somewhere to go is home. Having someone to love is family. Having both is a blessing.;family
He that raises a large family does, indeed, while he lives to observe them, stand a broader mark for sorrow; but then he stands a broader mark for pleasure too.;family
It is easier to build strong children than to repair broken men.;family
All family life is organized around the most damaged person in it. Sigmund Freud;family
Few men have been admired of their familiars.;family
There is little less trouble in governing a private family than a whole kingdom.;family
We must take care of our families wherever we find them.;family
Familiarity breeds contempt.;family
The reason grandparents and grandchildren get along so well is that they have a common enemy.;family
Don't you dare take the lazy way. It's too easy to excuse yourself because of your ancestry. Don't let me catch you doing it! Now, look close at me so you will remember. Whatever you do, it will be you who do.;family
The informality of family life is a blessed condition that allows us all to become our best while looking our worst.;family
He that hath a wife and children hath given hostages to fortune.;family
Home isn't where you're from, it's where you find light when all grows dark.;family
Education, like neurosis, begins at home.;family
All happy families are alike; each unhappy family is unhappy in its own way.;family
The kitchen is the heart of every home, for the most part. It evokes memories of your family history.;family
Without a family, man, alone in the world, trembles with the cold.;family
Mother is a verb. It's something you do. Not just who you are.;family
Later, when you're grown up, you realize you never really get to hang out with your family. You pretty much have only eighteen years to spend with them full time, and that's it.;family
It doesn't matter where you're going, it's who you have beside you.;family
Families with babies and families without babies are sorry for each other.;family
Home is where you are loved the most and act the worst.;family
Having children makes you no more a parent than having a piano makes you a pianist.;family
You are born into your family and your family is born into you. No returns. No exchanges.;family
Home is people. Not a place. If you go back there after the people are gone, then all you can see is what is not there anymore.;family
While we try to teach our children all about life, our children teach us what life is all about.;family
Remember that children, marriages, and flower gardens reflect the kind of care they get.;family
If you as parents cut corners, your children will too. If you lie, they will too. If you spend all your money on yourselves and tithe no portion of it for charities, colleges, churches, synagogues, and civic causes, your children won't either. And if parents snicker at racial and gender jokes, another generation will pass on the poison adults still have not had the courage to snuff out.;family
We never know the love of a parent till we become parents ourselves.;family
I have found the best way to give advice to your children is to find out what they want and then advise them to do it.;family
Let the wife make the husband glad to come home, and let him make her sorry to see him leave.;family
A brother is like gold and a friend is like diamond. If gold cracks you can melt it and make it just like it was before. If a diamond cracks, it can never be like it was before.;family
I can't help detesting my relations. I suppose it comes from the fact that none of us can stand other people having the same faults as ourselves.;family
Soup is a lot like a family. Each ingredient enhances the others; each batch has its own characteristics; and it needs time to simmer to reach full flavor.;family
The most important thing that parents can teach their children is how to get along without them.;family
None of us is as smart as all of us.;family
A house is built by hands, but a home is built by heart.;family
The strength of a nation derives from the integrity of the home.;family
Children are educated by what the grown-up is and not by his talk.;family
I sustain myself with the love of family.;family
Love begins by taking care of the closest ones, the ones at home.;family
Love begins at home, and it is not how much we do, but how much love we put in that action.;family
When you love what you have, you have everything you need.;family
In family life, love is the oil that eases friction, the cement that binds closer together, and the music that brings harmony.;family
That's what people do who love you. They put their arms around you and love you when you're not so lovable.;family
Parents were the only ones obligated to love you; from the rest of the world you had to earn it.;family
True love never dies, it only gets stronger with time.;family
The most important thing a father can do for his children is to love their mother.;family
A family is a risky venture, because the greater the love, the greater the loss. That's the trade-off. But I'll take it all.;family
On his kids: I care about them more than I care about myself, which I think is the real definition of love. You see past yourself and become more generous and giving, and wanting only the best for your family.;family
Unconditional love is loving your kids for who they are, not for what they do, it isn’t something you will achieve every minute of every day. But it is the thought we must hold in our hearts every day.;family
At the end of the day, a loving family should find everything forgivable.;family
A baby is born with a need to be loved, and never outgrows it.;family
Making the decision to have a child, it's momentous. It is to decide forever to have your heart go walking outside your body.;family
Nothing you do for children is ever wasted. They seem not to notice us, hovering, averting our eyes, and they seldom offer thanks, but what we do for them is never wasted.;family
Where we love is home, home that our feet may leave, but not our hearts.;family
My mom and dad gave their kids the greatest gift of all, the gift of unconditional love. They cared deeply about who we would be, and much less about what we would do.;family
I love you, I am at rest with you, I have come home.;family
No family is perfect, we argue, we fight. We even stop talking to each other at times. But in the end, family is family. The love will always be there.;family
Before you were conceived, I wanted you. Before you were born, I loved you. Before you were an hour, I would die for you. This is the miracle of love.;family
Nothing can bring a real sense of security into the home except true love.;family
Love doesn't make the world go 'round; love is what makes the ride worthwhile.;family
Love is or it ain't. Thin love ain't love at all.;family
Life doesn't get more real than having a newborn at home.;family
I think togetherness is a very important ingredient to family life.;family
One day you will do things for me that you hate. That is what it means to be family.;family
Family life is full of major and minor crises, the;family
There’s nothing that makes you more insane than family. Or more happy. Or more exasperated. Or more. secure.;family
Learn to enjoy every minute of your life. Be happy now. Don't wait for something outside of yourself to make you happy in the future. Think how really precious is the time you have to spend, whether it's at work or with your family. Every minute should be enjoyed and savored.;family
Family always gonna be there. The material things, they come and go.;family
Becoming responsible adults is no longer a matter of whether children hang up there pajamas or put dirty towels in the hamper, but whether they care about themselves and others, and whether they see everyday chores as related to how we treat this planet.;family
Early rising is also essential to the good government of a family. A late breakfast deranges the whole business of the day, and throws a portion of it on the next, which opens the door for confusion to enter.;family
Some of the most important conversations I’ve ever had occurred at my family’s dinner table.;family
In each family a story is playing itself out, and each family's story embodies its hope and despair.;family
On his kids: I worry about them all the time. That's the emotional bond and responsibility that sweeps over you when you have a family to look after.;family
The great danger for family life, in the midst of any society whose idols are pleasure, comfort and independence, lies in the fact that people close their hearts and become selfish.;family
Peace is the;family
When we understand the connection between how we live and how long we live, it's easier to make different choices. Instead of viewing the time we spend with friends and family as luxuries, we can see that these relationships are among the most powerful determinants of our well-being and survival.;family
Parents are the ultimate role models for children. Every word, movement and action has an effect. No other person or outside force has a greater influence on a child than the parent.;family
You will never look back on life and think, I spent too much time with my kids.;family
I don't think quantity time is as special as quality time with your family.;family
Happiness is only real when shared.;family
Happiness is being married to your best friend.;family
When you look at your life, the greatest happinesses are family happinesses.;family
The happiest days of my youth were when my brother and I would run through the woods and feel quite safe.;family
Happiness is seeing your mother smile.;family
I really believe that a man and a woman together, raising a family, is the purest form of happiness we can experience.;family
He is happiest, be he king or peasant, who finds peace in his home.;family
Find joy in everything you choose to do. Every job, relationship, home it's your responsibility to love it, or change it.;family
To enjoy good health, to bring true happiness to one's family, to bring peace to all, one must first discipline and control one's own mind. If a man can control his mind he can find the way to Enlightenment, and all wisdom and virtue will naturally come to him.;family
My advice: Take a second out of the day to be thankful for your family.;family
I believe that the greatest gift you can give your family and the world is a healthy you.;family
To us, family means putting your arms around each other and being there.;family
I had a very supportive family environment that gave me room to explore and discover things about myself.;family
Gratitude unlocks the fullness of life. It turns what we have into enough, and more. It turns denial into acceptance, chaos to order, confusion to clarity. It can turn a meal into a feast, a house into a home, a stranger into a friend.;family
Be grateful for the home you have, knowing that at this moment, all you have is all you need.;family
The thrill of coming home has never changed.;family
My family is my strength and my weakness.;family
The family is a heaven in a heartless world.;family
Family is the people in your life who want you in theirs; the ones who accept you for who you are, love you no matter what would do anything to see you smile.;family
Family is the most important institution in society.;family
Family is a gift that lasts forever.;family
Family is more than blood and a name. It's the people who stood by you when you needed them, and who made you laugh when you felt like you couldn't.;family
Family is everything. Family comes first. It's not what I expected it to be, but nothing ever is.;family
Family's a group experience of love and support.;family
Family is a unique gift that needs to be appreciated and treasured, even when they're driving you crazy. As much as they make you mad, interrupt you, annoy you, curse at you, try to control you, these are the people who know you the best and who love you.;family
Family isn't blood. It's the people who love you. The people who have your back.;family
Families are the compass that guides us. They are the inspiration to reach great heights, and our comfort when we occasionally falter.;family
The bond that links your true family is not one of blood, but of respect and joy in each other's life.;family
Feelings of worth can flourish only in an atmosphere where individual differences are appreciated, mistakes are tolerated, communication is open, and rules are flexible, the kind of atmosphere that is found in a nurturing family.;family
My dear young cousin, if there's one thing I've learned over the eons, it's that you can't give up on your family, no matter how tempting they make it.;family
Nor need we power or splendor, wide hall or lordly dome; The good, the true, the tender, these form the wealth of home.;family
It is not a bad thing that children should occasionally, and politely, put parents in their place.;family
What is home? My favorite definition is a safe place, a place where one is free from attack, a place where one experiences secure relationships and affirmation. It's a place where people share and understand each other. Its relationships are nurturing. The people in it do not need to be perfect; instead, they need to be honest, loving, supportive, recognizing a common humanity that makes all of us vulnerable.;family
Home is the place where boys and girls first learn how to limit their wishes, abide by rules, and consider the rights and needs of others.;family
The most intriguing people you will encounter in this life are the people who had insights about you, that you didn't know about yourself.;family
Respect is earned. Honesty is appreciated. Trust is gained. Loyalty is returned.;family
A child who is allowed to be disrespectful to his parents will not have true respect for anyone.;family
I can't be the big star in the family. We have a family, and we are all equal.;family
Writing is a solitary occupation. Family, friends, and society are the natural enemies of the writer. He must be alone, uninterrupted, and slightly savage if he is to sustain and complete an undertaking.;family
Family isn't defined only by last names or by blood; it's defined by commitment and by love. It means showing up when they need it most. It means having each other's backs. It means choosing to love each other even on those days when you struggle to like each other. It means never giving up on each other.;family
Love your family. Spend time, be kind serve one another. Make no room for regrets. Tomorrow is not promised today is short.;family
I think our family motto is to always work hard, be humble, kind, and thoughtful about others around us.;family
To maintain a joyful family requires much from both the parents and the children. Each member of the family has to become, in a special way, the servant of the others.;family
The ache for home lives in all of us, the safe place where we can go as we are and not be questioned.;family
Home is not where you live but where they understand you.;family
Friends are the family you choose.;family
The single most important factor in our long-term happiness is the relationships we have with our family and close friends.;family
Going home and;family
The love of family and the admiration of friends is much more important than wealth and privilege.;family
You know, my family and friends have never been yes-men: Yes, you're doing the right thing, you're always right. No, they tell me when I'm wrong, and that's why I've been able to stay who I am and stay humble.;family
There are friends, there is family, and then there are friends that become family.;family
Family members can be your best friends, you know. And best friends, whether or not they are related to you, can be your family.;family
Cherish your human connections, your relationships with friends and family.;family
Family, friends, a good laugh and beautiful weather are the best cures.;family
Family and friends and faith are the most important things in your life.;family
Like family, we are tied to each other. This is what all good musicians understand.;family
If you surround yourself with the good and righteous, they can only raise you up. If you surround yourself with the others, they will drag you down into the doldrums of mediocrity, and they will keep you there, but only as long as you permit it.;family
It's all about quality of life and finding a happy balance between work and friends and family.;family
Cherish your human connections: your relationships with friends and family.;family
You need a really solid foundation of friends and family to keep you where you need to be.;family
Family and friendships are two of the greatest facilitators of happiness.;family
Strangers are just family you have yet to come to know.;family
Sticking with your family is what makes it a family.;family
When everything goes to hell, the people who stand by you without flinching, they are your family.;family
All those who are around me are the bridge to my success, so they are all important.;family
The family, that dear octopus from whose tentacies we never quite escape, nor, in our inmost hearts, ever quite wish to.;family
Let us make one point, that we meet each other with a smile, when it is difficult to smile. Smile at each other, make time for each other in your family.;family
This is part of what a family is about, not just love. It's knowing that your family will be there watching out for you. Nothing else will give you that. Not money. Not fame. Not work.;family
And that's where I'm finally at today, my life is about being with my family. This is what's important.;family
My sense of personal strength has always come from my family.;family
My family comes first. Maybe that's what makes me different from other guys.;family
Family: an anchor during rough waters.;family
Tennis just a game, family is forever.;family
Family's first, and that's what matters most. We realize that our love goes deeper than the tennis game.;family
Serbian history tells that the family is the most important thing and you have to stick with the family.;family
Without a family, man, alone in the world, trembles with the cold.;family
A loving family provides the foundation children need to succeed, and strong families with a man and a woman, bonded together for life, always have been, and always will be, the key to such families.;family
Is this what family is like: the feeling that everyone’s connected, that with one piece missing, the whole thing’s broken?;family
Sister is probably the most competitive relationship within the family, but once the sisters are grown, it becomes the strongest relationship.;family
My friends and family are my support system. They tell me what I need to hear, not what I want to hear and they are there for me in the good and bad times. Without them I have no idea where I would be and I know that their love for me is what's keeping my head above the water.;family
A real man loves his wife, and places his family as the most important thing in life. Nothing has brought me more peace and content in life than simply being a good husband and father.;family
Hugs can do great amounts of good, especially for children.;family
The way you help heal the world is you start with your own family.;family
How do you rebel in a family of rebels?;family
In some families, please is described as the magic word. In our house, however, it was sorry.;family
Our family is just a tent away from a full-blown circus.;family
We are not step we aren't half, we're just family.;family
Families are messy. Immortal families are eternally messy. Sometimes the best we can do is to remind each other that we're related for better or for worse.;family
There is no such thing as a broken family.Family is family, and is not determined by marriage certificates, divorce papers, and adoption documents. Families are made in the heart. The only time family becomes null is when those ties in the heart are cut. If you cut those ties, those people are not your family. If you make those ties, those people are your family. And if you hate those ties, those people will still be your family because whatever you hate will always be with you.;family
Call it a clan, call it a network, call it a tribe, call it a family: whatever you call it, whoever you are, you need one.;family
No one's family is normal. Normalcy is a lie invented by advertising agencies to make the rest of us feel inferior.;family
Every family is dysfunctional, whether you want to admit it or not.;family
Family isn’t something that’s supposed to be static, or set. People marry in, divorce out. They’re born, they die. It’s always evolving, turning into something else.;family
I'd be a liar if I said I had a normal family.;family
You call it chaos, we call it family.;family
I mean, families are weird.;family
In every dispute between parent and child, both cannot be right, but they may be, and usually are, both wrong. It is this situation which gives family life its peculiar hysterical charm.;family
People who come from dysfunctional families are not destined for a dysfunctional life.;family
No family is sane, is it?;family
Unfortunately, some family members are so psychotic that no matter how hard you try to forge a healthy relationship, nothing will help. Now that you're an adult, take refuge in the fact that some things are beyond your control. You owe it to yourself to steer clear of people who are harmful to your health.;family
Family love is messy, clinging, and of an annoying and repetitive pattern, like bad wallpaper.;family
If you didn't feel like your support system was strong enough, then getting yourself out of the situation was the best thing to do.;family
All families are psychotic. Everybody has basically the same family, it's just reconfigured slightly different from one to the next.;family
He'd learned long ago: perfection isn't what families are all about.;family
A dysfunctional family is any family with more than one person in it.;family
Come back. Even as a shadow, even as a dream.;family
The song is ended but the melody lingers on.;family
There comes a time in your life when you have to choose to turn the page, write another book or simply close it.;family
When you loved someone and had to let them go, there will always be that small part of yourself that whispers. What was it that you wanted and why didn't you fight for it?;family
Those we love and lose are always connected by heartstrings into infinity. Terri Guillemets;family
Grief can be a burden, but also an anchor. You get used to the weight, how it holds you in place.;family
Sadly enough, the most painful goodbyes are the ones that are left unsaid and never explained.;family
If you’re going through hell, keep going.;family
I love you every day. And now I will miss you every day.;family
We bereaved are not alone. We belong to the largest company in all the world—the company of those who have known suffering.;family
If tears could build a stairway, and memories a lane, I’d walk right up to Heaven, and bring you home again.;family
It takes a minute to find a special person, an hour to appreciate them, and a day to love them, but it takes an entire lifetime to forget them.;family
Do not stand at my grave and cry. I am not there. I did not die.;family
If the people we love are stolen from us, the way to have them live on is to never stop loving them.;family
Sometimes, when one person is absent, the whole world seems depopulated.;family
Don't cry because it's over, smile because it happened.;family
Don’t grieve. Anything you lose comes round in another form.;family
Train up a child in the way he should go; even when he is old he will not depart from it.;family
She gets up while it is still dark; she provides food for her family and portions for her servant girls.;family
My son, if your heart is wise, then my heart will be glad indeed.;family
Children are a heritage from the Lord, offspring a reward from him. Like arrows in the hands of a warrior are children born in one’s youth. Blessed is the man whose quiver is full of them.;family
Bear with each other and forgive one another if any of you has a grievance against someone. Forgive as the Lord forgave you.;family
The wicked die and disappear, but the family of the godly stands firm.;family
A wife of noble character who can find? She is worth far more than rubies.;family
Your wife will be like a fruitful vine within your house; your children will be like olive shoots around your table.;family
She is clothed with strength and dignity; she can laugh at the days to come.;family
She speaks with wisdom, and faithful instruction is on her tongue.;family
Honor her for all that her hands have done, and let her works bring her praise at the city gate.;family
Fathers, do not embitter your children, or they will become discouraged.;family
The father of a righteous child has great joy; a man who fathers a wise son rejoices in him.;family
Husbands, love your wives, just as Christ also loved the church and gave Himself up for her.;family
Husbands, love your wives and do not be embittered against them.;family
For this reason a man shall leave his father and his mother, and be joined to his wife; and they shall become one flesh.;family
However, each one of you also must love his wife as he loves himself, and the wife must respect her husband.;family
Children, obey your parents in everything, for this pleases the Lord.;family
Listen, my son, to your father’s instructions and do not forsake your mother’s teaching.;family
A wise son brings joy to his father, but a foolish man despises his mother.;family
Honor your father and your mother, so that you may live long in the land the Lord, your God is giving you.;family
It didn’t matter how big our house was; it mattered that there was love in it.;family
